CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/17/2018,17:00,BROOKLYN,11231,40.684177,-73.992195,"(40.684177, -73.992195)",BUTLER STREET                   ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3903182,Station Wagon/Sport Utility Vehicle,,,,
05/17/2018,19:45,BROOKLYN,11231,40.679993,-74.00981,"(40.679993, -74.00981)",VAN BRUNT STREET                ,VERONA STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3903626,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2018,14:30,BROOKLYN,11231,40.67627,-74.003204,"(40.67627, -74.003204)",WEST 9 STREET                   ,HENRY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3903303,Sedan,Tractor Truck Gasoline,,,
05/15/2018,19:26,BROOKLYN,11231,40.6863,-74.00451,"(40.6863, -74.00451)",DE GRAW STREET                  ,VAN BRUNT STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passenger Distraction,,,,3901425,Taxi,Sedan,,,
04/30/2018,17:15,BROOKLYN,11231,40.673847,-74.01025,"(40.673847, -74.01025)",BAY STREET                      ,OTSEGO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3891415,Sedan,,,,
04/30/2018,9:45,BROOKLYN,11231,40.68347,-73.99973,"(40.68347, -73.99973)",UNION STREET                    ,HENRY STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3891196,Van,Sedan,,,
05/01/2018,15:00,BROOKLYN,11231,40.675842,-73.99905,"(40.675842, -73.99905)",COURT STREET                    ,HUNTINGTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3892156,Tractor Truck Diesel,Box Truck,,,
04/24/2018,10:15,BROOKLYN,11231,40.68347,-73.99973,"(40.68347, -73.99973)",UNION STREET                    ,HENRY STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3887297,Station Wagon/Sport Utility Vehicle,994,,,
05/10/2018,17:42,BROOKLYN,11231,40.679993,-74.00981,"(40.679993, -74.00981)",VAN BRUNT STREET                ,VERONA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3897642,Pick-up Truck,Pick-up Truck,,,
05/09/2018,16:15,BROOKLYN,11231,40.679943,-73.98956,"(40.679943, -73.98956)",UNION STREET                    ,BOND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3897178,Bus,Sedan,,,
05/03/2018,22:44,BROOKLYN,11231,40.682274,-73.99349,"(40.682274, -73.99349)",SMITH STREET                    ,SACKETT STREET,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,3893885,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
05/10/2018,14:45,BROOKLYN,11231,40.677834,-74.00617,"(40.677834, -74.00617)",HUNTINGTON STREET               ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3898472,Tractor Truck Gasoline,Sedan,,,
04/28/2018,18:50,BROOKLYN,11231,40.67897,-74.00831,"(40.67897, -74.00831)",RICHARDS STREET                 ,VERONA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3889768,Sedan,Pick-up Truck,,,
05/07/2018,14:30,BROOKLYN,11231,,,,SMITH STREET                    ,UNION STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3897174,Sedan,Sedan,,,
04/26/2018,17:40,BROOKLYN,11231,40.675198,-73.99936,"(40.675198, -73.99936)",COURT STREET                    ,WEST 9 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3888884,Station Wagon/Sport Utility Vehicle,Bike,,,
04/24/2018,13:35,BROOKLYN,11231,40.673107,-73.99972,"(40.673107, -73.99972)",HAMILTON AVENUE                 ,BUSH STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3887465,Van,Sedan,,,
04/25/2018,21:30,BROOKLYN,11231,40.67684,-73.99735,"(40.67684, -73.99735)",,,205       LUQUER STREET                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3888713,Sedan,Sedan,,,
05/04/2018,12:06,BROOKLYN,11231,40.67004,-74.00184,"(40.67004, -74.00184)",COURT STREET                    ,HALLECK STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893887,Box Truck,Sedan,,,
04/24/2018,13:30,BROOKLYN,11231,40.680317,-73.996895,"(40.680317, -73.996895)",1 PLACE                         ,COURT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3887298,Sedan,Sedan,,,
05/11/2018,16:20,BROOKLYN,11231,40.679993,-74.00981,"(40.679993, -74.00981)",VAN BRUNT STREET                ,VERONA STREET,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,3898300,Bus,Pick-up Truck,,,
05/08/2018,15:00,BROOKLYN,11231,40.674896,-74.00079,"(40.674896, -74.00079)",HAMILTON AVENUE                 ,MILL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3900850,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,17:40,BROOKLYN,11231,40.673298,-74.00835,"(40.673298, -74.00835)",BAY STREET                      ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3894166,Pick-up Truck,Sedan,,,
05/07/2018,14:15,BROOKLYN,11231,40.681637,-73.99392,"(40.681637, -73.99392)",SMITH STREET                    ,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3896437,Sedan,Sedan,,,
05/04/2018,15:23,BROOKLYN,11231,40.672203,-73.999084,"(40.672203, -73.999084)",LORRAINE STREET                 ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3894411,Sedan,Sedan,,,
04/28/2018,21:55,BROOKLYN,11231,40.683643,-74.00031,"(40.683643, -74.00031)",,,191       UNION STREET                  ,1,0,0,0,1,0,0,0,Drugs (illegal),Unspecified,,,,3890234,Sedan,Bike,,,
05/03/2018,18:55,BROOKLYN,11231,40.67641,-74.00104,"(40.67641, -74.00104)",CLINTON STREET                  ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3894167,Pick-up Truck,Sedan,,,
05/10/2018,7:00,BROOKLYN,11231,40.676487,-73.99873,"(40.676487, -73.99873)",COURT STREET                    ,NELSON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3898747,Sedan,Pick-up Truck,,,
05/09/2018,8:00,BROOKLYN,11231,40.684814,-73.999084,"(40.684814, -73.999084)",HENRY STREET                    ,DE GRAW STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3897175,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/02/2018,16:12,BROOKLYN,11231,40.682392,-73.99589,"(40.682392, -73.99589)",UNION STREET                    ,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3892784,Pick-up Truck,Pick-up Truck,,,
05/13/2018,9:12,BROOKLYN,11231,40.6829,-73.99515,"(40.6829, -73.99515)",,,314       SACKETT STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3899860,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/04/2018,21:30,BROOKLYN,11231,40.675903,-74.0071,"(40.675903, -74.0071)",COLUMBIA STREET                 ,CENTRE MALL,,1,0,0,0,0,0,1,0,Turning Improperly,Passing Too Closely,,,,3895236,Sedan,Motorcycle,,,
04/24/2018,8:47,BROOKLYN,11231,40.672615,-74.0006,"(40.672615, -74.0006)",LORRAINE STREET                 ,COURT STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3887670,Sedan,Bike,,,
05/05/2018,14:20,BROOKLYN,11231,40.676487,-73.99873,"(40.676487, -73.99873)",NELSON STREET                   ,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3895438,Pick-up Truck,,,,
05/15/2018,18:45,BROOKLYN,11231,40.682556,-74.00796,"(40.682556, -74.00796)",IMLAY STREET                    ,BOWNE STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,Obstruction/Debris,,,3901513,Sedan,Sedan,Sedan,,
05/15/2018,11:15,BROOKLYN,11231,40.67946,-74.01044,"(40.67946, -74.01044)",VAN BRUNT STREET                ,VISITATION PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,3903061,Sedan,Sedan,Sedan,,
05/03/2018,13:50,BROOKLYN,11231,40.675842,-73.99905,"(40.675842, -73.99905)",HUNTINGTON STREET               ,COURT STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Traffic Control Disregarded,,,,3893884,Flat Bed,Sedan,,,
05/14/2018,1:20,BROOKLYN,11231,40.67976,-74.005226,"(40.67976, -74.005226)",COLUMBIA STREET                 ,COLES STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3900711,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/25/2018,18:00,BROOKLYN,11231,40.676693,-73.99683,"(40.676693, -73.99683)",SMITH STREET                    ,LUQUER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3888114,Taxi,Sedan,,,
04/23/2018,19:17,BROOKLYN,11231,40.674114,-73.998085,"(40.674114, -73.998085)",SMITH STREET                    ,GARNET STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3886465,Taxi,Sedan,,,
05/02/2018,14:37,BROOKLYN,11231,40.6851,-73.99458,"(40.6851, -73.99458)",COURT STREET                    ,BUTLER STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3893099,Station Wagon/Sport Utility Vehicle,,,,
05/02/2018,15:45,BROOKLYN,11231,40.680317,-73.996895,"(40.680317, -73.996895)",1 PLACE                         ,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3892785,Sedan,,,,
05/09/2018,18:00,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE                 ,COURT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3897179,Sedan,Sedan,Sedan,,
05/08/2018,18:00,BROOKLYN,11231,40.68079,-73.99174,"(40.68079, -73.99174)",HOYT STREET                     ,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3896755,Station Wagon/Sport Utility Vehicle,,,,
05/12/2018,8:00,BROOKLYN,11231,40.68372,-74.00334,"(40.68372, -74.00334)",COLUMBIA STREET                 ,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3898900,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,Sedan,
04/22/2018,18:55,BROOKLYN,11231,40.677864,-73.99808,"(40.677864, -73.99808)",COURT STREET                    ,4 PLACE,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,3886643,Sedan,,,,
04/24/2018,16:50,BROOKLYN,11231,40.672226,-74.01101,"(40.672226, -74.01101)",BEARD STREET                    ,OTSEGO STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,3889984,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/30/2018,17:00,BROOKLYN,11231,40.674114,-73.998085,"(40.674114, -73.998085)",GARNET STREET                   ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3891414,Box Truck,Station Wagon/Sport Utility Vehicle,,,
04/27/2018,11:44,BROOKLYN,11231,40.67632,-74.01142,"(40.67632, -74.01142)",RICHARDS STREET                 ,WOLCOTT STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3891245,Sedan,,,,
05/14/2018,16:00,BROOKLYN,11231,40.680992,-74.00448,"(40.680992, -74.00448)",RAPELYE STREET                  ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3900482,Sedan,Sedan,,,
04/23/2018,16:29,BROOKLYN,11231,40.675198,-73.99936,"(40.675198, -73.99936)",COURT STREET                    ,WEST 9 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3886466,Sedan,,,,
05/10/2018,14:45,BROOKLYN,11231,40.677834,-74.00617,"(40.677834, -74.00617)",HUNTINGTON STREET               ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3898297,Station Wagon/Sport Utility Vehicle,Box Truck,,,
05/05/2018,18:15,BROOKLYN,11231,40.68052,-74.009186,"(40.68052, -74.009186)",DELEVAN STREET                  ,VAN BRUNT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3895445,Sedan,Sedan,,,
04/24/2018,17:56,BROOKLYN,11231,40.67641,-74.00104,"(40.67641, -74.00104)",HAMILTON AVENUE                 ,CLINTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3887466,Taxi,,,,
05/08/2018,16:55,BROOKLYN,11231,40.67816,-74.01416,"(40.67816, -74.01416)",WOLCOTT STREET                  ,CONOVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3896197,Sedan,,,,
05/15/2018,9:00,BROOKLYN,11231,40.67578,-74.01207,"(40.67578, -74.01207)",RICHARDS STREET                 ,DIKEMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3902971,Sedan,School Bus,,,
05/10/2018,16:50,BROOKLYN,11231,40.672203,-73.999084,"(40.672203, -73.999084)",HAMILTON AVENUE                 ,LORRAINE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3898474,Sedan,Van,,,
05/04/2018,8:12,BROOKLYN,11231,40.683628,-73.99756,"(40.683628, -73.99756)",SACKETT STREET                  ,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893888,Sedan,Sedan,,,
04/21/2018,18:40,BROOKLYN,11231,40.674374,-74.009995,"(40.674374, -74.009995)",OTSEGO STREET                   ,DIKEMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3886217,Sedan,,,,
04/12/2018,17:42,BROOKLYN,11231,40.680992,-74.00448,"(40.680992, -74.00448)",RAPELYE STREET                  ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879623,Sedan,Sedan,,,
04/09/2018,11:30,BROOKLYN,11231,40.68087,-73.99888,"(40.68087, -73.99888)",CLINTON STREET                  ,1 PLACE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3878019,Sedan,FREIG,,,
03/30/2018,12:20,BROOKLYN,11231,40.67786,-74.012314,"(40.67786, -74.012314)",VAN BRUNT STREET                ,SULLIVAN STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3872439,Sedan,Van,,,
03/31/2018,16:35,BROOKLYN,11231,40.682274,-73.99349,"(40.682274, -73.99349)",SMITH STREET                    ,SACKETT STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3874835,Bike,Sedan,,,
04/13/2018,17:45,BROOKLYN,11231,40.683113,-73.9915,"(40.683113, -73.9915)",,,93        DOUGLASS STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3880349,Pick-up Truck,,,,
04/02/2018,17:25,BROOKLYN,11231,40.674625,-74.00772,"(40.674625, -74.00772)",LORRAINE STREET                 ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874832,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/12/2018,17:40,BROOKLYN,11231,40.681705,-74.00431,"(40.681705, -74.00431)",COLUMBIA STREET                 ,WOODHULL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879900,Box Truck,Station Wagon/Sport Utility Vehicle,,,
04/14/2018,20:21,BROOKLYN,11231,40.682907,-73.99306,"(40.682907, -73.99306)",SMITH STREET                    ,DE GRAW STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3881467,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/19/2018,16:20,BROOKLYN,11231,40.676487,-73.99873,"(40.676487, -73.99873)",NELSON STREET                   ,COURT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3884017,Sedan,Sedan,,,
04/02/2018,13:35,BROOKLYN,11231,40.67885,-74.00195,"(40.67885, -74.00195)",HENRY STREET                    ,COLES STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3874711,Sedan,,,,
04/20/2018,19:00,BROOKLYN,11231,40.67671,-74.00477,"(40.67671, -74.00477)",HICKS STREET                    ,WEST 9 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,,,,3885188,TOW T,Van,,,
04/18/2018,13:10,BROOKLYN,11231,40.674896,-74.00079,"(40.674896, -74.00079)",HAMILTON AVENUE                 ,MILL STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3883702,Sedan,Sedan,,,
04/17/2018,11:00,BROOKLYN,11231,40.67641,-74.00104,"(40.67641, -74.00104)",HAMILTON AVENUE                 ,CLINTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3884865,Sedan,Sedan,,,
03/31/2018,10:05,BROOKLYN,11231,40.676487,-73.99873,"(40.676487, -73.99873)",NELSON STREET                   ,COURT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3875373,Pick-up Truck,Sedan,,,
04/10/2018,15:40,BROOKLYN,11231,40.672802,-74.00666,"(40.672802, -74.00666)",BAY STREET                      ,HICKS STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3879047,Sedan,Bike,,,
04/11/2018,18:55,BROOKLYN,11231,40.685062,-74.00269,"(40.685062, -74.00269)",COLUMBIA STREET                 ,SACKETT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3879627,Sedan,Pick-up Truck,,,
04/16/2018,19:00,BROOKLYN,11231,40.681618,-73.99853,"(40.681618, -73.99853)",CARROLL STREET                  ,CLINTON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3881841,Sedan,,,,
04/07/2018,10:42,BROOKLYN,11231,40.677834,-74.00617,"(40.677834, -74.00617)",HUNTINGTON STREET               ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877421,Sedan,,,,
04/03/2018,16:23,BROOKLYN,11231,40.675774,-74.00934,"(40.675774, -74.00934)",DWIGHT STREET                   ,BUSH STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3875044,Sedan,,,,
04/03/2018,13:12,BROOKLYN,11231,40.67236,-74.01123,"(40.67236, -74.01123)",,,1         BEARD STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3876247,Pick-up Truck,,,,
04/06/2018,19:30,BROOKLYN,11231,40.684017,-73.99624,"(40.684017, -73.99624)",DE GRAW STREET                  ,TOMPKINS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877420,Sedan,,,,
04/17/2018,9:00,BROOKLYN,11231,40.67816,-73.99613,"(40.67816, -73.99613)",SMITH STREET                    ,4 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3884867,Pick-up Truck,Sedan,,,
04/03/2018,4:01,BROOKLYN,11231,40.682392,-73.99589,"(40.682392, -73.99589)",COURT STREET                    ,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3875592,TRUCK,Station Wagon/Sport Utility Vehicle,,,
04/20/2018,13:35,BROOKLYN,11231,40.67347,-73.9984,"(40.67347, -73.9984)",SMITH STREET                    ,CENTRE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884938,Box Truck,Pick-up Truck,,,
04/18/2018,11:42,BROOKLYN,11231,40.67603,-74.01666,"(40.67603, -74.01666)",BEARD STREET                    ,CONOVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3884937,Pick-up Truck,,,,
04/04/2018,17:30,BROOKLYN,11231,40.68159,-74.007935,"(40.68159, -74.007935)",SEABRING STREET                 ,VAN BRUNT STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875587,Station Wagon/Sport Utility Vehicle,,,,
04/16/2018,9:10,BROOKLYN,11231,40.67474,-73.99777,"(40.67474, -73.99777)",9 STREET                        ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3882484,Sedan,Sedan,,,
04/02/2018,10:36,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE                 ,COURT STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874710,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2018,18:00,BROOKLYN,11231,40.682377,-74.00398,"(40.682377, -74.00398)",COLUMBIA STREET                 ,SUMMIT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880897,Station Wagon/Sport Utility Vehicle,School Bus,,,
03/29/2018,13:05,BROOKLYN,11231,40.674625,-74.00772,"(40.674625, -74.00772)",COLUMBIA STREET                 ,LORRAINE STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3872244,TRUCK,Pick-up Truck,,,
04/19/2018,18:22,BROOKLYN,11231,40.68775,-74.001396,"(40.68775, -74.001396)",COLUMBIA STREET                 ,KANE STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3884021,Sedan,,,,
04/09/2018,9:55,BROOKLYN,11231,40.675243,-74.012695,"(40.675243, -74.012695)",RICHARDS STREET                 ,COFFEY STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3878015,Sedan,School Bus,,,
04/20/2018,23:43,BROOKLYN,11231,40.682907,-73.99306,"(40.682907, -73.99306)",SMITH STREET                    ,DE GRAW STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3885189,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2018,13:38,BROOKLYN,11231,40.680573,-74.00644,"(40.680573, -74.00644)",RICHARDS STREET                 ,SEABRING STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881644,Station Wagon/Sport Utility Vehicle,Van,,,
04/06/2018,14:30,BROOKLYN,11231,40.67422,-74.011185,"(40.67422, -74.011185)",COFFEY STREET                   ,DWIGHT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876245,Sedan,Sedan,,,
04/07/2018,11:20,BROOKLYN,11231,40.67641,-74.00104,"(40.67641, -74.00104)",HAMILTON AVENUE                 ,CLINTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877415,Sedan,Tractor Truck Diesel,,,
04/20/2018,17:50,BROOKLYN,11231,40.683067,-73.99557,"(40.683067, -73.99557)",COURT STREET                    ,SACKETT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3884939,Sedan,Box Truck,,,
04/13/2018,12:32,BROOKLYN,11231,40.675842,-73.99905,"(40.675842, -73.99905)",COURT STREET                    ,HUNTINGTON STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3880352,Pick-up Truck,Sedan,,,
04/07/2018,17:00,BROOKLYN,11231,40.6795,-73.99729,"(40.6795, -73.99729)",2 PLACE                         ,COURT STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3877417,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/08/2018,18:27,BROOKLYN,11231,40.673107,-73.99972,"(40.673107, -73.99972)",HAMILTON AVENUE                 ,BUSH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877530,Sedan,Sedan,,,
03/16/2018,17:50,BROOKLYN,11231,40.68079,-73.99174,"(40.68079, -73.99174)",HOYT STREET                     ,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3864430,Sedan,,,,
03/07/2018,15:05,BROOKLYN,11231,40.677353,-74.00446,"(40.677353, -74.00446)",HUNTINGTON STREET               ,HICKS STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3871086,Station Wagon/Sport Utility Vehicle,,,,
03/16/2018,8:30,BROOKLYN,11231,40.677834,-74.00617,"(40.677834, -74.00617)",HUNTINGTON STREET               ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3864069,Sedan,,,,
03/06/2018,16:49,BROOKLYN,11231,40.67474,-73.99777,"(40.67474, -73.99777)",SMITH STREET                    ,WEST 9 STREET,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3858416,Sedan,,,,
03/06/2018,12:15,BROOKLYN,11231,40.678917,-74.00963,"(40.678917, -74.00963)",,,88        VISITATION PLACE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3861165,School Bus,Station Wagon/Sport Utility Vehicle,,,
03/16/2018,16:55,BROOKLYN,11231,40.67236,-74.01123,"(40.67236, -74.01123)",,,1         BEARD STREET                  ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3864857,Box Truck,,,,
03/13/2018,8:46,BROOKLYN,11231,40.68079,-73.99174,"(40.68079, -73.99174)",HOYT STREET                     ,UNION STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3862316,Bus,Sedan,,,
03/03/2018,10:40,BROOKLYN,11231,40.682377,-74.00398,"(40.682377, -74.00398)",SUMMIT STREET                   ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3855853,Station Wagon/Sport Utility Vehicle,,,,
03/14/2018,15:40,BROOKLYN,11231,0,0,"(0.0, 0.0)",,,368       COLUMBIA STREET               ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3862940,Bus,Taxi,,,
03/08/2018,12:30,BROOKLYN,11231,40.684387,-74.00302,"(40.684387, -74.00302)",COLUMBIA STREET                 ,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3859764,Sedan,Sedan,,,
03/14/2018,7:59,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE                 ,COURT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3862938,Station Wagon/Sport Utility Vehicle,,,,
