CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/05/2017,10:45,BROOKLYN,11216,40.67446,-73.95286,"(40.67446, -73.95286)",PROSPECT PLACE                  ,ROGERS AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3804928,Sedan,Sedan,,,
12/05/2017,10:00,BROOKLYN,11216,40.67268,-73.953026,"(40.67268, -73.953026)",STERLING PLACE                  ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3804737,Sedan,Sedan,,,
12/05/2017,6:30,BROOKLYN,11216,40.68024,-73.946754,"(40.68024, -73.946754)",FULTON STREET                   ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3803099,Sedan,Sedan,,,
12/05/2017,13:30,BROOKLYN,11216,40.676872,-73.94985,"(40.676872, -73.94985)",NOSTRAND AVENUE                 ,DEAN STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,3804295,Taxi,Sedan,,,
12/06/2017,5:53,BROOKLYN,11216,40.678394,-73.94692,"(40.678394, -73.94692)",ATLANTIC AVENUE                 ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3803904,Sedan,Taxi,,,
12/05/2017,16:27,BROOKLYN,11216,40.678238,-73.94415,"(40.678238, -73.94415)",ATLANTIC AVENUE                 ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3804401,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/05/2017,21:41,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,BEDFORD AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3804773,Sedan,Sedan,,,
12/05/2017,7:30,BROOKLYN,11216,40.689133,-73.951324,"(40.689133, -73.951324)",CLIFTON PLACE                   ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3803151,Sedan,,,,
12/05/2017,11:00,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",ROGERS AVENUE                   ,BERGEN STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3804563,Van,Sedan,,,
12/02/2017,14:38,BROOKLYN,11216,40.680325,-73.94817,"(40.680325, -73.94817)",,,1333      FULTON STREET                 ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Turning Improperly,,,,3802244,Sedan,Sedan,,,
11/25/2017,19:20,BROOKLYN,11216,40.678543,-73.949684,"(40.678543, -73.949684)",ATLANTIC AVENUE                 ,NOSTRAND AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3799223,Sedan,,,,
11/11/2017,16:20,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",DEAN STREET                     ,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3794674,Bike,,,,
12/02/2017,10:00,BROOKLYN,11216,40.67947,-73.95313,"(40.67947, -73.95313)",,,1275      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3802239,Sedan,Sedan,,,
11/11/2017,19:50,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",ATLANTIC AVENUE                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3790778,Sedan,Sedan,,,
11/17/2017,10:15,BROOKLYN,11216,40.67446,-73.95286,"(40.67446, -73.95286)",ROGERS AVENUE                   ,PROSPECT PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3793729,Sedan,Sedan,,,
11/14/2017,8:50,BROOKLYN,11216,40.672527,-73.95026,"(40.672527, -73.95026)",NOSTRAND AVENUE                 ,STERLING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3794592,Motorcycle,Sedan,,,
12/03/2017,22:45,BROOKLYN,11216,40.67238,-73.94749,"(40.67238, -73.94749)",STERLING PLACE                  ,NEW YORK AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3804541,Sedan,,,,
11/15/2017,16:00,BROOKLYN,11216,40.688942,-73.947945,"(40.688942, -73.947945)",,,732       MARCY AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3793322,Station Wagon/Sport Utility Vehicle,UNK,,,
11/14/2017,17:50,BROOKLYN,11216,40.6709,-73.95319,"(40.6709, -73.95319)",ROGERS AVENUE                   ,LINCOLN PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3791705,Sedan,Sedan,,,
11/26/2017,15:00,BROOKLYN,11216,40.677425,-73.95469,"(40.677425, -73.95469)",,,1061      DEAN STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3798379,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
11/21/2017,19:00,BROOKLYN,11216,40.678238,-73.94415,"(40.678238, -73.94415)",ATLANTIC AVENUE                 ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3795301,Sedan,Sedan,,,
11/28/2017,10:20,BROOKLYN,11216,40.67625,-73.95308,"(40.67625, -73.95308)",BEDFORD AVENUE                  ,BERGEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3803293,Sedan,Sedan,,,
11/20/2017,8:00,BROOKLYN,11216,40.678543,-73.949684,"(40.678543, -73.949684)",ATLANTIC AVENUE                 ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,3795723,Sedan,Sedan,,,
11/28/2017,12:50,BROOKLYN,11216,40.68204,-73.94772,"(40.68204, -73.94772)",,,154       HALSEY STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,3799460,Sedan,Sedan,,,
11/23/2017,15:00,BROOKLYN,11216,40.677845,-73.95282,"(40.677845, -73.95282)",PACIFIC STREET                  ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3797874,Sedan,Sedan,,,
11/21/2017,12:35,BROOKLYN,11216,40.670067,-73.95414,"(40.670067, -73.95414)",,,431       EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3797950,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/24/2017,15:52,BROOKLYN,11216,40.679276,-73.953094,"(40.679276, -73.953094)",,,1285      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3796629,Station Wagon/Sport Utility Vehicle,,,,
11/27/2017,11:45,BROOKLYN,11216,40.682144,-73.94993,"(40.682144, -73.94993)",,,449       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3802186,Sedan,,,,
11/13/2017,18:55,BROOKLYN,11216,40.68016,-73.949585,"(40.68016, -73.949585)",,,540       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3790271,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
11/24/2017,11:50,BROOKLYN,11216,40.67363,-73.95401,"(40.67363, -73.95401)",PARK PLACE                      ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3796719,Station Wagon/Sport Utility Vehicle,Van,,,
11/27/2017,17:00,BROOKLYN,11216,40.68005,-73.94327,"(40.68005, -73.94327)",TOMPKINS AVENUE                 ,FULTON STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3799455,Station Wagon/Sport Utility Vehicle,,,,
11/18/2017,14:30,BROOKLYN,11216,40.68669,-73.94653,"(40.68669, -73.94653)",,,505       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3795383,Sedan,,,,
11/27/2017,11:00,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3800845,Sedan,Bike,,,
12/01/2017,9:10,BROOKLYN,11216,40.680183,-73.94594,"(40.680183, -73.94594)",,,1360      FULTON STREET                 ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3802227,Station Wagon/Sport Utility Vehicle,Taxi,,,
11/10/2017,20:35,BROOKLYN,11216,40.678764,-73.95316,"(40.678764, -73.95316)",,,1143      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3790269,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/27/2017,8:20,BROOKLYN,11216,40.677574,-73.95548,"(40.677574, -73.95548)",DEAN STREET                     ,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3799221,Sedan,,,,
11/25/2017,12:50,BROOKLYN,11216,40.68008,-73.953255,"(40.68008, -73.953255)",,,1257      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3797225,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/13/2017,17:00,BROOKLYN,11216,40.680164,-73.94525,"(40.680164, -73.94525)",,,1397      FULTON STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3789468,Sedan,Sedan,,,
11/10/2017,14:20,BROOKLYN,11216,40.678543,-73.949684,"(40.678543, -73.949684)",ATLANTIC AVENUE                 ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3790776,Sedan,Sedan,,,
11/21/2017,0:00,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",BERGEN STREET                   ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,3795365,Sedan,Sedan,,,
11/15/2017,13:42,BROOKLYN,11216,40.680088,-73.94398,"(40.680088, -73.94398)",BROOKLYN AVENUE                 ,FULTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,,,,3791203,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/18/2017,16:25,BROOKLYN,11216,40.669857,-73.95051,"(40.669857, -73.95051)",EASTERN PARKWAY                 ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3794908,Sedan,Sedan,,,
11/13/2017,16:19,BROOKLYN,11216,40.672447,-73.94864,"(40.672447, -73.94864)",,,907       STERLING PLACE                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3791702,Station Wagon/Sport Utility Vehicle,,,,
11/15/2017,13:00,BROOKLYN,11216,40.690712,-73.95053,"(40.690712, -73.95053)",,,110       KOSCIUSZKO STREET             ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3791188,,,,,
11/11/2017,13:00,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3794595,Sedan,Taxi,,,
11/28/2017,0:15,BROOKLYN,11216,40.691208,-73.94623,"(40.691208, -73.94623)",,,220       KOSCIUSZKO STREET             ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3799468,Sedan,,,,
12/03/2017,22:00,BROOKLYN,11216,40.687134,-73.95466,"(40.687134, -73.95466)",,,1071      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3802280,Sedan,,,,
11/22/2017,1:35,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3795035,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/20/2017,18:30,BROOKLYN,11216,40.68096,-73.93765,"(40.68096, -73.93765)",MARCUS GARVEY BOULEVARD         ,DECATUR STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3802744,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/27/2017,10:15,BROOKLYN,11216,40.686394,-73.94452,"(40.686394, -73.94452)",,,337       TOMPKINS AVENUE               ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3799326,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/17/2017,18:00,BROOKLYN,11216,40.68064,-73.95338,"(40.68064, -73.95338)",FULTON STREET                   ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,3793524,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/12/2017,15:50,BROOKLYN,11216,40.679867,-73.93982,"(40.679867, -73.93982)",,,1531      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3789838,Sedan,Sedan,,,
11/10/2017,19:00,BROOKLYN,11216,40.678272,-73.944626,"(40.678272, -73.944626)",,,1381      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3789681,Sedan,Sedan,,,
11/18/2017,18:24,BROOKLYN,11216,40.680553,-73.95239,"(40.680553, -73.95239)",,,1206      FULTON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3793542,Station Wagon/Sport Utility Vehicle,Taxi,,,
11/24/2017,18:50,BROOKLYN,11216,40.669704,-73.94774,"(40.669704, -73.94774)",EASTERN PARKWAY                 ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3797948,Sedan,Sedan,,,
11/11/2017,15:10,BROOKLYN,11216,40.67416,-73.94732,"(40.67416, -73.94732)",NEW YORK AVENUE                 ,PROSPECT PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3792198,Sedan,Sedan,,,
11/17/2017,18:45,BROOKLYN,11216,40.678543,-73.949684,"(40.678543, -73.949684)",NOSTRAND AVENUE                 ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3793525,Sedan,Box Truck,,,
11/25/2017,22:10,BROOKLYN,11216,40.678272,-73.944626,"(40.678272, -73.944626)",,,1381      ATLANTIC AVENUE               ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3797231,Taxi,Station Wagon/Sport Utility Vehicle,,,
11/16/2017,9:30,BROOKLYN,11216,40.680164,-73.95366,"(40.680164, -73.95366)",,,45        BREVOORT PLACE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3793323,Sedan,,,,
11/16/2017,18:00,BROOKLYN,11216,40.682114,-73.95367,"(40.682114, -73.95367)",BEDFORD AVENUE                  ,HANCOCK STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3795423,Sedan,PK,,,
11/29/2017,8:14,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",BEDFORD AVENUE                  ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3804291,Sedan,Sedan,,,
11/15/2017,17:15,BROOKLYN,11216,40.67672,-73.94708,"(40.67672, -73.94708)",NEW YORK AVENUE                 ,DEAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3794668,Sedan,Sedan,,,
11/30/2017,14:40,BROOKLYN,11216,40.672527,-73.95026,"(40.672527, -73.95026)",NOSTRAND AVENUE                 ,STERLING PLACE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3800404,Station Wagon/Sport Utility Vehicle,Bike,,,
11/14/2017,5:20,BROOKLYN,11216,40.6919,-73.946754,"(40.6919, -73.946754)",,,740       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3789864,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/30/2017,23:30,BROOKLYN,11216,40.687977,-73.954834,"(40.687977, -73.954834)",BEDFORD AVENUE                  ,GREENE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3803038,Sedan,Sedan,,,
11/28/2017,13:00,BROOKLYN,11216,40.69051,-73.9459,"(40.69051, -73.9459)",,,694       LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3799528,Station Wagon/Sport Utility Vehicle,,,,
11/17/2017,8:10,BROOKLYN,11216,40.67268,-73.953026,"(40.67268, -73.953026)",ROGERS AVENUE                   ,STERLING PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3792202,Sedan,Sedan,,,
11/26/2017,20:52,BROOKLYN,11216,40.68895,-73.95128,"(40.68895, -73.95128)",,,283       NOSTRAND AVENUE               ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3797792,Sedan,,,,
11/20/2017,7:40,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",ROGERS AVENUE                   ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3794135,Station Wagon/Sport Utility Vehicle,,,,
11/27/2017,10:00,BROOKLYN,11216,40.67757,-73.94812,"(40.67757, -73.94812)",,,1335      PACIFIC STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3799220,Sedan,Sedan,,,
11/20/2017,15:00,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",ATLANTIC AVENUE                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3794611,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/27/2017,15:00,BROOKLYN,11216,40.680557,-73.95224,"(40.680557, -73.95224)",,,1239      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,3799445,Sedan,Sedan,,,
11/15/2017,8:15,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",BEDFORD AVENUE                  ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3794640,Sedan,Sedan,,,
11/11/2017,18:45,BROOKLYN,11216,40.67868,-73.94966,"(40.67868, -73.94966)",,,549       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3788643,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/12/2017,3:50,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3793411,Sedan,Sedan,,,
11/19/2017,16:00,BROOKLYN,11216,40.669704,-73.94774,"(40.669704, -73.94774)",EASTERN PARKWAY                 ,NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3793381,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/22/2017,17:45,BROOKLYN,11216,40.68096,-73.93765,"(40.68096, -73.93765)",MARCUS GARVEY BOULEVARD         ,DECATUR STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3820340,Sedan,Sedan,,,
11/12/2017,14:13,BROOKLYN,11216,40.68346,-73.94191,"(40.68346, -73.94191)",,,356       HANCOCK STREET                ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3788779,Bike,Station Wagon/Sport Utility Vehicle,,,
11/09/2017,9:13,BROOKLYN,11216,40.669796,-73.94932,"(40.669796, -73.94932)",,,571       EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3787670,Station Wagon/Sport Utility Vehicle,,,,
12/01/2017,17:05,BROOKLYN,11216,40.680717,-73.9463,"(40.680717, -73.9463)",MARCY AVENUE                    ,MACDONOUGH STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3802231,Station Wagon/Sport Utility Vehicle,,,,
11/29/2017,11:40,BROOKLYN,11216,40.68155,-73.951996,"(40.68155, -73.951996)",,,44        HALSEY STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3803801,Sedan,Sedan,,,
11/20/2017,14:10,BROOKLYN,11216,40.680214,-73.94628,"(40.680214, -73.94628)",FULTON STREET                   ,MARCY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3794607,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/22/2017,14:40,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",ROGERS AVENUE                   ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3796632,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/27/2017,1:30,BROOKLYN,11216,40.68138,-73.95352,"(40.68138, -73.95352)",BEDFORD AVENUE                  ,HALSEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3797678,Sedan,Sedan,,,
10/30/2017,9:50,BROOKLYN,11216,40.68042,-73.94335,"(40.68042, -73.94335)",,,490       TOMPKINS AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780599,Station Wagon/Sport Utility Vehicle,Bus,,,
11/07/2017,19:45,BROOKLYN,11216,40.669857,-73.95051,"(40.669857, -73.95051)",EASTERN PARKWAY                 ,NOSTRAND AVENUE,,3,0,0,0,0,0,3,0,View Obstructed/Limited,View Obstructed/Limited,,,,3785424,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2017,9:10,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3773161,Station Wagon/Sport Utility Vehicle,,,,
11/05/2017,17:15,BROOKLYN,11216,40.682045,-73.94783,"(40.682045, -73.94783)",,,145       HALSEY STREET                 ,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,,,,3784030,Pick-up Truck,Sedan,,,
10/24/2017,5:09,BROOKLYN,11216,40.68064,-73.95338,"(40.68064, -73.95338)",BEDFORD AVENUE                  ,FULTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3775933,Sedan,Sedan,,,
11/07/2017,14:00,BROOKLYN,11216,40.6838,-73.93912,"(40.6838, -73.93912)",,,425       HANCOCK STREET                ,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,3785711,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
10/20/2017,18:09,BROOKLYN,11216,40.68642,-73.9489,"(40.68642, -73.9489)",,,455A      GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3774122,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/23/2017,9:00,BROOKLYN,11216,40.680973,-73.95345,"(40.680973, -73.95345)",,,1256      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3777290,Dump,Sedan,,,
10/19/2017,23:48,BROOKLYN,11216,40.678394,-73.94692,"(40.678394, -73.94692)",ATLANTIC AVENUE                 ,NEW YORK AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3777199,Sedan,Bike,,,
10/31/2017,10:30,BROOKLYN,11216,40.678963,-73.954155,"(40.678963, -73.954155)",ATLANTIC AVENUE                 ,BEDFORD PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780524,Sedan,Motorcycle,,,
11/06/2017,9:30,BROOKLYN,11216,40.68029,-73.94774,"(40.68029, -73.94774)",FULTON STREET                   ,VERONA PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3784345,Bike,Station Wagon/Sport Utility Vehicle,,,
10/28/2017,16:50,BROOKLYN,11216,40.68813,-73.95358,"(40.68813, -73.95358)",,,427       GREENE AVENUE                 ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3779392,Sedan,Sedan,,,
11/04/2017,20:10,BROOKLYN,11216,40.678764,-73.95316,"(40.678764, -73.95316)",,,1143      ATLANTIC AVENUE               ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3783223,Station Wagon/Sport Utility Vehicle,,,,
10/25/2017,12:50,BROOKLYN,11216,40.67342,-73.95017,"(40.67342, -73.95017)",NOSTRAND AVENUE                 ,PARK PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3778070,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/17/2017,10:45,BROOKLYN,11216,40.676872,-73.94985,"(40.676872, -73.94985)",DEAN STREET                     ,NOSTRAND AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3782490,Sedan,,,,
10/24/2017,16:50,BROOKLYN,11216,40.682835,-73.94092,"(40.682835, -73.94092)",THROOP AVENUE                   ,HALSEY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776310,Bike,Bike,,,
11/08/2017,1:00,BROOKLYN,11216,40.669857,-73.95051,"(40.669857, -73.95051)",EASTERN PARKWAY                 ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3786121,Taxi,Sedan,,,
10/20/2017,9:31,BROOKLYN,11216,40.675205,-73.950005,"(40.675205, -73.950005)",SAINT MARKS AVENUE              ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3777209,Sedan,Sedan,,,
10/18/2017,23:50,BROOKLYN,11216,40.678238,-73.94415,"(40.678238, -73.94415)",ATLANTIC AVENUE                 ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Driver Inattention/Distraction,,,,4025021,Sedan,Sedan,,,
10/24/2017,18:20,BROOKLYN,11216,40.68342,-73.95545,"(40.68342, -73.95545)",,,161       PUTNAM AVENUE                 ,1,0,0,0,1,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,3776367,Bike,Sedan,,,
10/30/2017,13:00,BROOKLYN,11216,40.681774,-73.9436,"(40.681774, -73.9436)",TOMPKINS AVENUE                 ,MACON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3780606,Station Wagon/Sport Utility Vehicle,Sedan,,,
